Date,Home Team,Rating,Win Probability,Away Team,Rating,Win Probability,Home Score,Away Score,Home Rating (New),Away Rating (New)
1998-11-14,wisconsin,1494.849449160523,0.6663665947168834,alaska-anchorage,1474.6719734158717,0.3336334052831165,2,2,1493.1857832133542,1476.3356393630404
1998-11-14,minnesota,1498.176953359414,0.6176496084564358,north-dakota,1514.864700885867,0.38235039154356415,3,5,1492.0004572748496,1521.0411969704314
1998-11-14,st-cloud-state,1494.113682603969,0.660463647106402,michigan-tech,1478.5286270041129,0.3395363528935979,2,3,1487.509046132905,1485.1332634751768
1998-11-14,denver,1511.8724854848767,0.6092039675197344,colorado-college,1534.7474546301644,0.39079603248026573,6,0,1515.7804458096793,1530.8394943053618
1998-11-14,quinnipiac-college,1519.2429274483288,0.63781652428859,connecticut,1520.9360736752071,0.3621834757114099,8,3,1522.864762205443,1517.314238918093
1998-11-14,holy-cross,1515.796237775733,0.6851384924059393,fairfield,1480.7327189209784,0.3148615075940607,7,2,1518.9448528516737,1477.5841038450378
1998-11-14,canisius,1494.2995598657765,0.6398370668106896,iona,1494.4714073552113,0.3601629331893105,4,6,1487.9011891976695,1500.8697780233183
1998-11-14,massachusetts,1485.3031808105059,0.5947338259322105,maine,1518.6702673786924,0.40526617406778953,1,1,1484.3558425511837,1519.6176056380145
1998-11-14,northeastern,1496.983325087283,0.6165850771473634,boston-college,1514.453726072331,0.38341492285263656,3,6,1490.8174743158092,1520.6195768438047
1998-11-14,boston-university,1485.9527501942741,0.5978230588519685,new-hampshire,1517.0905519153475,0.40217694114803154,1,3,1479.9745196057545,1523.0687825038672
1998-11-14,vermont,1506.1008357239052,0.6266010646362911,rensselaer,1516.1736144886397,0.3733989353637089,2,0,1509.8348250775423,1512.4396251350026
1998-11-14,st-lawrence,1512.1658002177908,0.6610223978468086,yale,1496.147731439799,0.33897760215319134,3,1,1515.5555762393226,1492.757955418267
1998-11-14,harvard,1493.5669160725247,0.6309762814682918,colgate,1500.3834146540428,0.3690237185317083,3,6,1487.2571532578418,1506.6931774687257
1998-11-14,dartmouth,1497.2721820839768,0.6541762821174906,union,1486.5361745833118,0.3458237178825093,5,1,1500.730419262802,1483.0779374044866
1998-11-14,brown,1499.8348735499176,0.6264917592300852,cornell,1509.988803723494,0.37350824076991485,1,3,1493.5699559576167,1516.2537213157948
1998-11-14,clarkson,1485.0516009852042,0.6161646894895149,princeton,1502.8308482157006,0.38383531051048514,3,4,1478.8899540903092,1508.9924951105957
1998-11-14,ohio-state,1487.3510651809238,0.5770048279391777,northern-michigan,1533.4134505725908,0.42299517206082227,4,2,1491.581016901532,1529.1834988519827
1998-11-14,notre-dame,1535.2678899975238,0.6682290071885838,michigan,1513.633125344745,0.3317709928114162,2,2,1533.585599925638,1515.3154154166307
1998-11-14,miami,1478.1474891406556,0.5925518207369461,michigan-state,1513.085906949073,0.4074481792630538,0,5,1472.2219709332862,1519.0114251564423
1998-11-14,ferris-state,1507.237569206486,0.6824797006665853,lake-superior,1474.310271946628,0.3175202993334148,1,3,1500.41277219982,1481.135068953294
1998-11-14,bowling-green,1498.8341352960326,0.6591162368395849,alaska,1484.2918574102102,0.3408837631604151,5,6,1492.2429729276369,1490.883019778606
1998-11-15,hobart,1500,0.638910706836278,iona,1500.8697780233183,0.3610892931637221,6,4,1503.6108929316372,1497.2588850916811
1998-11-20,niagara,1495.652766166211,0.6778451407331396,nebraska-omaha,1466.4264459261085,0.3221548592668604,4,0,1498.8743147588796,1463.20489733344
1998-11-20,concordia-mn,1500,0.6280607514115619,air-force,1508.9881419610492,0.3719392485884381,2,1,1503.7193924858843,1505.268749475165
1998-11-20,army,1489.702252189394,0.6262980149658842,cortland,1500,0.3737019850341158,10,1,1493.439272039735,1496.262980149659
1998-11-20,north-dakota,1521.0411969704314,0.6269706765086047,colorado-college,1530.8394943053618,0.3730293234913952,4,5,1514.7714902053453,1537.1092010704479
1998-11-20,st-cloud-state,1487.509046132905,0.6482161074096596,minnesota-duluth,1481.331498793029,0.3517838925903404,4,3,1491.0268850588084,1477.8136598671256
1998-11-20,alaska-anchorage,1476.3356393630404,0.6190392511265962,minnesota,1492.0004572748496,0.3809607488734038,5,3,1480.1452468517743,1488.1908497861157
1998-11-20,denver,1515.7804458096793,0.6694528901026594,wisconsin,1493.1857832133542,0.3305471098973406,0,3,1509.0859169086527,1499.8803121143808
1998-11-20,quinnipiac-college,1522.864762205443,0.6949793443283678,sacred-heart,1479.8077035264657,0.3050206556716322,7,2,1525.9149687621593,1476.7574969697494
1998-11-20,iona,1497.2588850916811,0.6657229423048385,fairfield,1477.5841038450378,0.3342770576951614,11,3,1490.6016556686327,1484.2413332680862
1998-11-20,holy-cross,1518.9448528516737,0.6422246390750903,connecticut,1517.314238918093,0.3577753609249098,1,2,1512.5226064609228,1523.7364853088438
1998-11-20,canisius,1487.9011891976695,0.6171831972144877,american-international,1504.9319483531747,0.38281680278551233,5,5,1486.7293572255246,1506.1037803253196
1998-11-20,maine,1519.6176056380145,0.6616301309376454,providence,1503.1281689803263,0.33836986906235456,6,1,1523.001304328638,1499.7444702897028
1998-11-20,umass-lowell,1499.832733542136,0.6304430242965142,merrimack,1507.0469578019397,0.36955697570348583,4,3,1503.528303299171,1503.3513880449048
1998-11-20,boston-college,1520.6195768438047,0.6920281029442634,boston-university,1479.9745196057545,0.30797189705573647,6,2,1523.6992958143621,1476.894800635197
1998-11-20,rensselaer,1512.4396251350026,0.6780152801909786,union,1483.0779374044866,0.3219847198090215,4,5,1505.659472333093,1489.8580902063964
1998-11-20,yale,1492.757955418267,0.6389874339801307,brown,1493.5699559576167,0.3610125660198693,5,3,1496.3680810784658,1489.959830297418
1998-11-20,princeton,1508.9924951105957,0.6683573515119171,harvard,1487.2571532578418,0.33164264848808295,3,2,1512.3089215954765,1483.940726772961
1998-11-20,colgate,1506.6931774687257,0.6358881299563336,vermont,1509.8348250775423,0.36411187004366635,7,2,1510.3342961691624,1506.1937063771056
1998-11-20,cornell,1516.2537213157948,0.6603839252191845,dartmouth,1500.730419262802,0.3396160747808155,3,1,1519.649882063603,1497.3342585149937
1998-11-20,michigan,1515.3154154166307,0.635148945529742,michigan-state,1519.0114251564423,0.364851054470258,2,1,1518.9639259613332,1515.3629146117398
1998-11-20,ohio-state,1491.581016901532,0.6653183574570474,miami,1472.2219709332862,0.3346816425429526,2,1,1494.9278333269615,1468.8751545078567
1998-11-20,northern-michigan,1529.1834988519827,0.6772721721162962,ferris-state,1500.41277219982,0.3227278278837038,0,2,1522.4107771308197,1507.185493920983
1998-11-20,notre-dame,1533.585599925638,0.6953315706768728,western-michigan,1490.2398020003825,0.30466842932312715,9,5,1536.6322842188692,1487.1931177071513
1998-11-21,niagara,1498.8743147588796,0.6858904143791907,nebraska-omaha,1463.20489733344,0.31410958562080926,6,2,1502.0154106150876,1460.063801477232
1998-11-21,massachusetts,1484.3558425511837,0.6327361049517387,union,1489.8580902063964,0.3672638950482613,4,2,1488.0284815016664,1486.1854512559137
1998-11-21,concordia-mn,1503.7193924858843,0.6380077106525717,air-force,1505.268749475165,0.3619922893474284,0,8,1497.3393153793586,1511.6488265816906
1998-11-21,north-dakota,1514.7714902053453,0.6099400130602592,colorado-college,1537.1092010704479,0.39005998693974075,5,4,1518.6720900747428,1533.2086012010504
1998-11-21,minnesota-duluth,1477.8136598671256,0.6223617608928363,st-cloud-state,1491.0268850588084,0.3776382391071636,1,4,1471.5900422581972,1497.2505026677368
1998-11-21,alaska-anchorage,1480.1452468517743,0.6293273120504901,minnesota,1488.1908497861157,0.37067268794950997,1,4,1473.8519737312695,1494.4841229066205
1998-11-21,denver,1509.0859169086527,0.6521805674003929,wisconsin,1499.8803121143808,0.3478194325996071,5,3,1512.5641112346489,1496.4021177883847
1998-11-21,connecticut,1523.7364853088438,0.6547983414825423,holy-cross,1512.5226064609228,0.3452016585174577,2,4,1517.1885018940184,1519.0705898757483
1998-11-21,fairfield,1484.2413332680862,0.6315875133841046,iona,1490.6016556686327,0.3684124866158955,2,6,1477.9254581342452,1496.9175308024737
1998-11-21,sacred-heart,1476.7574969697494,0.57265043037306,quinnipiac-college,1525.9149687621593,0.42734956962693993,1,7,1471.0309926660188,1531.6414730658898
1998-11-21,canisius,1486.7293572255246,0.6139906548971079,american-international,1506.1037803253196,0.3860093451028921,2,4,1480.5894506765535,1512.2436868742907
1998-11-21,new-hampshire,1523.0687825038672,0.6816358520298857,northeastern,1490.8174743158092,0.3183641479701143,4,2,1526.2524239835684,1487.633832836108
1998-11-21,maine,1523.001304328638,0.6702958338186693,providence,1499.7444702897028,0.3297041661813307,3,2,1526.2983459904515,1496.4474286278894
1998-11-21,merrimack,1503.3513880449048,0.6398303441323383,umass-lowell,1503.528303299171,0.3601696558676618,6,3,1506.9530846035814,1499.9266067404944
1998-11-21,yale,1496.3680810784658,0.6563755750763557,harvard,1483.940726772961,0.34362442492364437,7,1,1499.8043253277024,1480.5044825237244
1998-11-21,boston-university,1476.894800635197,0.575961836023403,boston-college,1523.6992958143621,0.4240381639765969,4,2,1481.135182274963,1519.4589141745962
1998-11-21,st-lawrence,1515.5555762393226,0.6871245881510721,clarkson,1478.8899540903092,0.31287541184892775,3,1,1518.6843303578119,1475.76119997182
1998-11-21,princeton,1512.3089215954765,0.669140000839342,brown,1489.959830297418,0.33085999916065806,3,3,1510.617521587083,1491.6512303058114
1998-11-21,colgate,1510.3342961691624,0.6571187353249109,dartmouth,1497.3342585149937,0.34288126467508895,6,1,1513.7631088159133,1493.9054458682429
1998-11-21,cornell,1519.649882063603,0.6577101065724752,vermont,1506.1937063771056,0.34228989342752486,3,5,1513.0727809978782,1512.7708074428303
1998-11-21,western-michigan,1487.1931177071513,0.601923913146189,michigan-state,1515.3629146117398,0.3980760868538111,1,4,1481.1738785756893,1521.3821537432018
1998-11-21,michigan,1518.9639259613332,0.616315646599475,notre-dame,1536.6322842188692,0.383684353400525,1,0,1522.8007694953385,1532.795440684864
1998-11-21,northern-michigan,1522.4107771308197,0.6599990645267606,ferris-state,1507.185493920983,0.34000093547323934,2,4,1515.8107864855522,1513.7854845662505
1998-11-21,miami,1468.8751545078567,0.6048404265051607,ohio-state,1494.9278333269615,0.39515957349483927,4,1,1472.826750242805,1490.9762375920131
1998-11-24,vermont,1512.7708074428303,0.6721828791188722,massachusetts,1488.0284815016664,0.32781712088112774,2,1,1516.0489786516416,1484.7503102928551
1998-11-24,connecticut,1517.1885018940184,0.6709219445296284,army,1493.439272039735,0.3290780554703717,4,2,1520.4792824487222,1490.1484914850312
1998-11-24,northeastern,1487.633832836108,0.605684510281488,cornell,1513.0727809978782,0.39431548971851205,2,4,1481.5769877332932,1519.129626100693
1998-11-24,boston-university,1481.135182274963,0.6409009978218098,harvard,1480.5044825237244,0.35909900217819024,3,5,1474.7261722967448,1486.9134925019425
1998-11-24,ferris-state,1513.7854845662505,0.6144877843058757,notre-dame,1532.795440684864,0.3855122156941243,4,2,1517.6406067231917,1528.9403185279227
1998-11-27,wisconsin,1496.4021177883847,0.6063152557321587,michigan-state,1521.3821537432018,0.3936847442678412,1,3,1490.338965231063,1527.4453063005235
1998-11-27,nebraska-omaha,1460.063801477232,0.5940752286005222,dartmouth,1493.9054458682429,0.40592477139947775,1,2,1454.1230491912268,1499.846198154248
1998-11-27,new-hampshire,1526.2524239835684,0.6400040965072694,maine,1526.2983459904515,0.35999590349273064,3,4,1519.8523830184956,1532.6983869555243
1998-11-27,minnesota,1494.4841229066205,0.6017213437678363,michigan,1522.8007694953385,0.3982786562321637,2,3,1488.4669094689423,1528.8179829330168
1998-11-27,umass-lowell,1499.9266067404944,0.6184179066968707,vermont,1516.0489786516416,0.3815820933031292,3,4,1493.7424276735258,1522.2331577186103
1998-11-27,st-lawrence,1518.6843303578119,0.6390371187262626,boston-college,1519.4589141745962,0.3609628812737374,2,6,1512.2939591705492,1525.8492853618588
1998-11-27,rensselaer,1505.659472333093,0.6448833632931936,niagara,1502.0154106150876,0.3551166367068064,2,3,1499.210638700161,1508.4642442480194
1998-11-27,providence,1496.4474286278894,0.6210663182240397,princeton,1510.617521587083,0.3789336817759603,5,6,1490.236765445649,1516.8281847693233
1998-11-27,merrimack,1506.9530846035814,0.6494899173184387,yale,1499.8043253277024,0.35051008268156125,6,3,1510.458185430397,1496.2992245008868
1998-11-27,clarkson,1475.76119997182,0.6414364885814174,boston-university,1474.7261722967448,0.3585635114185825,4,2,1479.3468350860057,1471.140537182559
1998-11-27,mankato-state,1511.3907218885934,0.6279257072982116,connecticut,1520.4792824487222,0.37207429270178843,8,2,1515.1114648156113,1516.7585395217043
1998-11-27,colorado-college,1533.2086012010504,0.6681332978061216,air-force,1511.6488265816906,0.3318667021938784,8,2,1536.5272682229893,1508.3301595597518
1998-11-27,army,1490.1484914850312,0.6008857960077095,holy-cross,1519.0705898757483,0.3991142039922904,6,1,1494.139633524954,1515.0794478358255
1998-11-27,minnesota-duluth,1471.5900422581972,0.6370598237469819,alaska-anchorage,1473.8519737312695,0.36294017625301805,1,3,1465.2194440207275,1480.2225719687392
1998-11-27,st-cloud-state,1497.2505026677368,0.61119394942756,north-dakota,1518.6720900747428,0.38880605057243994,3,4,1491.138563173461,1524.7840295690185
1998-11-27,western-michigan,1481.1738785756893,0.59297079382105,northern-michigan,1515.8107864855522,0.40702920617895005,3,6,1475.2441706374789,1521.7404944237626
1998-11-27,alaska,1490.883019778606,0.6399413665202842,ohio-state,1490.9762375920131,0.3600586334797158,2,3,1484.483606113403,1497.375651257216
1998-11-27,bowling-green,1492.2429729276369,0.665391642048934,miami,1472.826750242805,0.334608357951066,5,1,1495.5890565071475,1469.4806666632944
1998-11-28,yale,1496.2992245008868,0.6480650210649701,providence,1490.236765445649,0.3519349789350299,3,5,1489.8185742902372,1496.7174156562987
1998-11-28,nebraska-omaha,1454.1230491912268,0.5774813769771632,dartmouth,1499.846198154248,0.42251862302283677,7,4,1458.3482354214552,1495.6210119240195
1998-11-28,umass-lowell,1493.7424276735258,0.6047616202496064,new-hampshire,1519.8523830184956,0.39523837975039355,1,5,1487.6948114710297,1525.8999992209917
1998-11-28,union,1486.1854512559137,0.6100207003422989,niagara,1508.4642442480194,0.3899792996577011,3,3,1485.0852442524906,1509.5644512514425
1998-11-28,st-lawrence,1512.2939591705492,0.6926514381463138,boston-university,1471.140537182559,0.3073485618536862,1,2,1505.367444789086,1478.0670515640222
1998-11-28,maine,1532.6983869555243,0.6538235675800551,vermont,1522.2331577186103,0.34617643241994495,2,0,1536.1601512797238,1518.7713933944108
1998-11-28,mankato-state,1515.1114648156113,0.6378777870781894,connecticut,1516.7585395217043,0.3621222129218106,3,1,1518.7326869448293,1513.1373173924862
1998-11-28,cornell,1519.129626100693,0.6471507673729976,colgate,1513.7631088159133,0.3528492326270024,2,3,1512.658118426963,1520.2346164896433
1998-11-28,clarkson,1479.3468350860057,0.5763864246892983,boston-college,1525.8492853618588,0.4236135753107017,2,1,1483.5829708391127,1521.6131496087519
1998-11-28,army,1494.139633524954,0.6565512095215693,northeastern,1481.5769877332932,0.3434487904784306,1,5,1487.5741214297384,1488.1424998285088
1998-11-28,colorado-college,1536.5272682229893,0.7055146753484499,massachusetts,1484.7503102928551,0.29448532465155014,4,2,1539.4721214695048,1481.8054570463396
1998-11-28,minnesota-duluth,1465.2194440207275,0.619937116588164,alaska-anchorage,1480.2225719687392,0.3800628834118361,1,1,1464.020072854846,1481.4219431346207
1998-11-28,st-cloud-state,1491.138563173461,0.5943475280768465,north-dakota,1524.7840295690185,0.40565247192315346,4,7,1485.1950878926925,1530.727504849787
1998-11-28,brown,1491.6512303058114,0.6463238166968095,harvard,1486.9134925019425,0.35367618330319045,4,4,1490.1879921388434,1488.3767306689106
1998-11-28,alaska,1484.483606113403,0.6227961958438563,ohio-state,1497.375651257216,0.3772038041561438,1,3,1478.2556441549646,1503.6036132156546
1998-11-28,western-michigan,1475.2441706374789,0.6476724184207521,miami,1469.4806666632944,0.3523275815792479,1,1,1473.7674464532713,1470.957390847502
1998-11-28,lake-superior,1481.135068953294,0.5903720216738589,ferris-state,1517.6406067231917,0.40962797832614106,0,1,1475.2313487365554,1523.5443269399302
1998-11-28,bowling-green,1495.5890565071475,0.6047045413536775,northern-michigan,1521.7404944237626,0.39529545864632254,5,3,1499.5420110936107,1517.7875398372994
1998-11-29,wisconsin,1490.338965231063,0.5876219423961253,michigan,1528.8179829330168,0.41237805760387464,1,1,1489.4627458071018,1529.694202356978
1998-11-29,minnesota,1488.4669094689423,0.5869251735174296,michigan-state,1527.4453063005235,0.41307482648257043,2,1,1492.597657733768,1523.3145580356977
1998-11-29,air-force,1508.3301595597518,0.6744397352649474,massachusetts,1481.8054570463396,0.32556026473505256,2,6,1501.5857622071023,1488.549854398989
1998-11-29,princeton,1516.8281847693233,0.648468689494076,merrimack,1510.458185430397,0.351531310505924,4,1,1520.3434978743826,1506.9428723253377
1998-12-01,army,1487.5741214297384,0.6616993222226423,sacred-heart,1471.0309926660188,0.33830067777735784,6,3,1490.957128207512,1467.6479858882453
1998-12-01,rensselaer,1499.210638700161,0.6543037652034877,harvard,1488.3767306689106,0.34569623479651235,7,4,1502.6676010481262,1484.9197683209454
1998-12-03,merrimack,1506.9428723253377,0.6535110996803567,providence,1496.7174156562987,0.34648890031964336,3,2,1510.4077613285342,1493.2525266531022
1998-12-04,alaska-anchorage,1481.4219431346207,0.6129131122847284,air-force,1501.5857622071023,0.3870868877152716,3,1,1485.2928120117735,1497.7148933299495
1998-12-04,michigan-state,1523.3145580356977,0.7210392510221773,nebraska-omaha,1458.3482354214552,0.2789607489778227,2,0,1526.104165525476,1455.558627931677
1998-12-04,michigan-tech,1485.1332634751768,0.6675630374681791,minnesota-duluth,1464.020072854846,0.3324369625318209,2,5,1478.457633100495,1470.6957032295277
1998-12-04,colorado-college,1539.4721214695048,0.7084958572266518,st-cloud-state,1485.1950878926925,0.2915041427733483,3,5,1532.3871628972383,1492.280046464959
1998-12-04,connecticut,1513.1373173924862,0.6853226732300429,fairfield,1477.9254581342452,0.3146773267699572,8,1,1516.2840906601857,1474.7786848665457
1998-12-04,sacred-heart,1467.6479858882453,0.62272936260656,canisius,1480.5894506765535,0.37727063739344,2,10,1471.4206922621797,1476.816744302619
1998-12-04,holy-cross,1515.0794478358255,0.6178205055657552,quinnipiac-college,1531.6414730658898,0.38217949443424487,3,6,1508.9012427801679,1537.8196781215474
1998-12-04,american-international,1512.2436868742907,0.6601293551354277,iona,1496.9175308024737,0.3398706448645723,6,3,1515.6423933229364,1493.518824353828
1998-12-04,new-hampshire,1525.8999992209917,0.6457302831635112,boston-college,1521.6131496087519,0.3542697168364888,6,1,1529.4426963893566,1518.070452440387
1998-12-04,providence,1493.2525266531022,0.6170138877714372,merrimack,1510.4077613285342,0.3829861122285627,3,2,1497.0823877753878,1506.5779002062486
1998-12-04,northeastern,1488.1424998285088,0.640658502478709,umass-lowell,1487.6948114710297,0.359341497521291,1,2,1481.7359148037217,1494.1013964958167
1998-12-04,boston-university,1478.0670515640222,0.6260486580537137,massachusetts,1488.549854398989,0.37395134194628626,3,2,1481.806564983485,1484.8103409795262
1998-12-04,yale,1489.8185742902372,0.5986710070996595,princeton,1520.3434978743826,0.4013289929003405,2,5,1483.8318642192405,1526.3302079453792
1998-12-04,harvard,1484.9197683209454,0.6418359220361746,clarkson,1483.5829708391127,0.35816407796382543,1,2,1478.5014091005837,1490.0013300594744
1998-12-04,colgate,1520.2346164896433,0.6630174459686696,rensselaer,1502.6676010481262,0.33698255403133043,3,4,1513.6044420299565,1509.297775507813
1998-12-04,cornell,1512.658118426963,0.6757631759163822,union,1485.0852442524906,0.3242368240836178,5,2,1515.9004866677992,1481.8428760116544
1998-12-04,brown,1490.1879921388434,0.6196979366275814,st-lawrence,1505.367444789086,0.38030206337241856,2,5,1483.9910127725675,1511.5644241553618
1998-12-04,ohio-state,1503.6036132156546,0.605825067101009,notre-dame,1528.9403185279227,0.3941749328989909,4,3,1507.5453625446446,1524.9985691989327
1998-12-04,northern-michigan,1517.7875398372994,0.6906607458352324,alaska,1478.2556441549646,0.30933925416476754,5,3,1520.8809323789471,1475.1622516133168
1998-12-04,miami,1470.957390847502,0.5591048687826008,michigan,1529.694202356978,0.44089513121739915,0,1,1465.366342159676,1535.285251044804
1998-12-04,lake-superior,1475.2313487365554,0.6420041036876967,western-michigan,1473.7674464532713,0.3579958963123033,6,0,1478.8113076996785,1470.1874874901482
1998-12-05,alaska-anchorage,1485.2928120117735,0.6234315233052771,air-force,1497.7148933299495,0.37656847669472293,2,0,1489.0584967787208,1493.9492085630022
1998-12-05,michigan-state,1526.104165525476,0.7274531418582301,nebraska-omaha,1455.558627931677,0.27254685814177004,3,1,1528.8296341068938,1452.8331593502592
1998-12-05,michigan-tech,1478.457633100495,0.6502930372398371,minnesota-duluth,1470.6957032295277,0.34970696276016283,2,6,1471.9547027280967,1477.198633601926
1998-12-05,denver,1512.5641112346489,0.6156415643672863,north-dakota,1530.727504849787,0.38435843563271366,4,6,1506.407695590976,1536.88392049346
1998-12-05,colorado-college,1532.3871628972383,0.6913677395593151,st-cloud-state,1492.280046464959,0.3086322604406849,4,3,1535.4734855016452,1489.1937238605522
1998-12-05,sacred-heart,1471.4206922621797,0.6328781505830436,canisius,1476.816744302619,0.3671218494169564,2,3,1465.0919107563493,1483.1455258084495
1998-12-05,quinnipiac-college,1537.8196781215474,0.6774579935922508,holy-cross,1508.9012427801679,0.3225420064077492,3,2,1541.045098185625,1505.6758227160904
1998-12-05,fairfield,1474.7786848665457,0.5833940266830969,connecticut,1516.2840906601857,0.4166059733169031,3,8,1468.9447445997148,1522.1180309270167
1998-12-05,american-international,1515.6423933229364,0.6688525246935457,iona,1493.518824353828,0.3311474753064542,0,2,1508.9538680760008,1500.2073496007636
1998-12-05,umass-lowell,1494.1013964958167,0.6562952382298716,northeastern,1481.7359148037217,0.3437047617701284,4,1,1497.538444113518,1478.2988671860205
1998-12-05,massachusetts,1484.8103409795262,0.6440388369642753,boston-university,1481.806564983485,0.3559611630357246,2,3,1478.3699526098835,1488.2469533531278
1998-12-05,boston-college,1518.070452440387,0.6248492263990033,new-hampshire,1529.4426963893566,0.3751507736009967,6,3,1521.821960176397,1525.6911886533467
1998-12-05,harvard,1478.5014091005837,0.5951556412143796,st-lawrence,1511.5644241553618,0.4048443587856204,1,5,1472.5498526884398,1517.5159805675057
1998-12-05,princeton,1526.3302079453792,0.6942971325791137,yale,1483.8318642192405,0.3057028674208863,5,2,1529.387236619588,1480.7748355450317
1998-12-05,cornell,1515.9004866677992,0.6487739992868355,rensselaer,1509.297775507813,0.3512260007131644,3,3,1514.4127466749308,1510.7855155006814
1998-12-05,colgate,1513.6044420299565,0.6810237526579953,union,1481.8428760116544,0.31897624734200475,3,0,1516.7942045033767,1478.6531135382343
1998-12-05,brown,1483.9910127725675,0.6320562001505085,clarkson,1490.0013300594744,0.3679437998494916,0,1,1477.6704507710624,1496.3218920609795
1998-12-05,lake-superior,1478.8113076996785,0.6448899472451123,alaska,1475.1622516133168,0.3551100527548877,4,5,1472.3624082272274,1481.611151085768
1998-12-05,ohio-state,1507.5453625446446,0.6166084761843496,notre-dame,1524.9985691989327,0.3833915238156504,4,1,1511.3792777828012,1521.1646539607761
1998-12-05,ferris-state,1523.5443269399302,0.7074006505291436,western-michigan,1470.1874874901482,0.2925993494708565,2,2,1521.4703204346388,1472.2614939954397
1998-12-05,bowling-green,1499.5420110936107,0.5914327956719682,michigan,1535.285251044804,0.4085672043280318,2,5,1493.627683136891,1541.1995790015237
1998-12-06,denver,1506.407695590976,0.5987383589680443,north-dakota,1536.88392049346,0.4012616410319557,3,5,1500.4203120012955,1542.8713040831403
1998-12-08,army,1490.957128207512,0.6687107489118044,fairfield,1468.9447445997148,0.3312892510881957,9,1,1494.2700207183939,1465.6318520888328
1998-12-08,merrimack,1506.5779002062486,0.6196102838901794,boston-college,1521.821960176397,0.38038971610982064,1,2,1500.3817973673467,1528.0180630152988
1998-12-11,minnesota-duluth,1477.198633601926,0.5860635679067561,colgate,1516.7942045033767,0.41393643209324393,4,5,1471.3379979228584,1522.6548401824443
1998-12-11,st-lawrence,1517.5159805675057,0.6348042710300407,ferris-state,1521.4703204346388,0.3651957289699594,2,0,1521.1679378572053,1517.8183631449392
1998-12-11,miami,1465.366342159676,0.6078979389243651,st-cloud-state,1489.1937238605522,0.3921020610756349,4,5,1459.2873627704323,1495.2727032497958
1998-12-11,dartmouth,1495.6210119240195,0.6381246714056568,providence,1497.0823877753878,0.36187532859434324,6,5,1499.239765209963,1493.4636344894443
1998-12-11,lake-superior,1472.3624082272274,0.6406055144745872,michigan-tech,1471.9547027280967,0.35939448552541275,5,4,1475.9563530824817,1468.3607578728424
1998-12-11,clarkson,1496.3218920609795,0.6223220732958247,niagara,1509.5644512514425,0.3776779267041754,2,2,1495.0986713280213,1510.7876719844007
1998-12-11,colorado-college,1535.4734855016452,0.661953993294149,mankato-state,1518.7326869448293,0.3380460067058511,6,4,1538.8539455687037,1515.3522268777708
1998-12-11,air-force,1493.9492085630022,0.6448627962378626,bentley,1490.320748065548,0.3551372037621374,4,8,1487.5005806006236,1496.7693760279267
1998-12-11,north-dakota,1542.8713040831403,0.7074622697709051,wisconsin,1489.4627458071018,0.2925377302290949,6,1,1545.7966813854314,1486.5373685048107
1998-12-11,alaska-anchorage,1489.0584967787208,0.624863298689722,denver,1500.4203120012955,0.37513670131027793,5,1,1492.8098637918235,1496.6689449881928
1998-12-11,umass-lowell,1497.538444113518,0.65229270904378,boston-university,1488.2469533531278,0.34770729095621994,3,5,1491.01551702308,1494.7698804435656
1998-12-11,michigan,1541.1995790015237,0.6665472392501982,northern-michigan,1520.8809323789471,0.33345276074980185,6,1,1544.5341066090218,1517.546404771449
1998-12-12,nebraska-omaha,1452.8331593502592,0.575452334078499,rit,1500,0.424547665921501,2,4,1447.0786360094742,1505.754523340785
1998-12-12,miami,1459.2873627704323,0.5910959929340869,st-cloud-state,1495.2727032497958,0.4089040070659132,4,4,1458.3764028410915,1496.1836631791366
1998-12-12,minnesota-duluth,1471.3379979228584,0.5696057444779096,colgate,1522.6548401824443,0.4303942555220905,1,2,1465.6419404780793,1528.3508976272235
1998-12-12,lake-superior,1475.9563530824817,0.6500752590881269,michigan-tech,1468.3607578728424,0.3499247409118731,1,1,1474.4556004916003,1469.8615104637238
1998-12-12,clarkson,1495.0986713280213,0.6094167491820739,ferris-state,1517.8183631449392,0.3905832508179261,5,4,1499.0045038362005,1513.91253063676
1998-12-12,colorado-college,1538.8539455687037,0.6706072949829875,mankato-state,1515.3522268777708,0.32939270501701245,7,3,1542.1478726188739,1512.0582998276006
1998-12-12,air-force,1487.5005806006236,0.6233270017969487,minn-crookston,1500,0.3766729982030514,8,3,1491.267310582654,1496.2332700179695
1998-12-12,alaska-anchorage,1492.8098637918235,0.6349313851020869,denver,1496.6689449881928,0.3650686148979131,2,1,1496.4605499408026,1493.0182588392138
1998-12-12,north-dakota,1545.7966813854314,0.7143835751505504,wisconsin,1486.5373685048107,0.2856164248494496,4,1,1548.6528456339258,1483.6812042563163
1998-12-12,new-hampshire,1525.6911886533467,0.7001577586524895,massachusetts,1478.3699526098835,0.2998422413475105,5,2,1528.6896110668217,1475.3715301964085
1998-12-12,boston-university,1494.7698804435656,0.6450287585169462,umass-lowell,1491.01551702308,0.35497124148305376,4,3,1498.3195928583962,1487.4658046082495
1998-12-12,maine,1536.1601512797238,0.7127386958472579,northeastern,1478.2988671860205,0.2872613041527421,5,1,1539.0327643212513,1475.426254144493
1998-12-12,michigan-state,1528.8296341068938,0.6548885731154651,northern-michigan,1517.546404771449,0.34511142688453494,2,1,1532.2807483757392,1514.0952905026036
